Date,Tournament,Surface,Rd,Rk,vRk,meta_info,Score,Observed Player Name,Opponent Player Name,Observed Player W/L,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
4‑May‑2009,Belgrade,Clay,QF,3,38,(1)Djokovic d. (5)Viktor Troicki [SRB],6-3 6-2,Novak Djokovic,Viktor Troicki,W,,1.53,4.1%,0.0%,69.4%,76.5%,46.7%,2/3,1:10
4‑May‑2009,Belgrade,Clay,R16,3,63,(1)Djokovic d. Janko Tipsarevic [SRB],6-2 4-6 6-0,Novak Djokovic,Janko Tipsarevic,W,,1.58,9.5%,4.8%,63.5%,77.5%,52.2%,2/4,2:01
27‑Apr‑2009,Rome Masters,Clay,F,3,1,(1)Rafael Nadal [ESP] d. (3)Djokovic,7-6(2) 6-2,Novak Djokovic,Rafael Nadal,L,(ch),0.79,0.0%,3.0%,59.1%,59.0%,48.1%,1/5,2:03
27‑Apr‑2009,Rome Masters,Clay,SF,3,2,(3)Djokovic d. (2)Roger Federer [SUI],4-6 6-3 6-3,Novak Djokovic,Roger Federer,W,(ch),1.08,3.0%,6.0%,50.0%,64.0%,56.0%,8/11,2:11
27‑Apr‑2009,Rome Masters,Clay,QF,3,5,(3)Djokovic d. (5)Juan Martin Del Potro [ARG],6-3 6-4,Novak Djokovic,Juan Martin Del Potro,W,(ch),1.27,6.3%,4.7%,64.1%,65.9%,65.2%,2/3,1:37
27‑Apr‑2009,Rome Masters,Clay,R16,3,17,(3)Djokovic d. (13)Tommy Robredo [ESP],6-1 6-1,Novak Djokovic,Tommy Robredo,W,,1.77,5.9%,7.8%,62.7%,68.8%,52.6%,3/4,1:04
27‑Apr‑2009,Rome Masters,Clay,R32,3,33,(3)Djokovic d. Albert Montanes [ESP],7-6(5) 6-0,Novak Djokovic,Albert Montanes,W,,1.32,6.3%,7.8%,50.0%,75.0%,43.8%,2/4,1:38
12‑Apr‑2009,Monte Carlo Masters,Clay,F,3,1,(1)Rafael Nadal [ESP] d. (3)Djokovic,6-3 2-6 6-1,Novak Djokovic,Rafael Nadal,L,(ch),0.83,4.6%,3.4%,62.1%,55.6%,33.3%,7/14,2:43
12‑Apr‑2009,Monte Carlo Masters,Clay,SF,3,16,(3)Djokovic d. (13)Stan Wawrinka [SUI],4-6 6-1 6-3,Novak Djokovic,Stan Wawrinka,W,(ch),1.30,1.2%,4.9%,56.8%,76.1%,48.6%,4/6,2:27
12‑Apr‑2009,Monte Carlo Masters,Clay,QF,3,8,(3)Djokovic d. (7)Fernando Verdasco [ESP],6-2 4-6 6-3,Novak Djokovic,Fernando Verdasco,W,,1.29,4.6%,5.7%,62.1%,77.8%,51.5%,4/6,2:18
12‑Apr‑2009,Monte Carlo Masters,Clay,R16,3,36,(3)Djokovic d. Albert Montanes [ESP],6-1 6-7(4) 6-0,Novak Djokovic,Albert Montanes,W,,1.39,6.5%,1.3%,68.8%,75.5%,33.3%,0/2,1:45
12‑Apr‑2009,Monte Carlo Masters,Clay,R32,3,65,(3)Djokovic d. (Q)Oscar Hernandez [ESP],6-1 6-2,Novak Djokovic,Oscar Hernandez,W,,1.79,2.3%,2.3%,60.5%,80.8%,52.9%,1/2,1:19
25‑Mar‑2009,Miami Masters,Hard,F,3,4,(4)Andy Murray [GBR] d. (3)Djokovic,6-2 7-5,Novak Djokovic,Andy Murray,L,(ch),0.68,2.7%,6.8%,61.6%,53.3%,42.9%,6/11,1:43
25‑Mar‑2009,Miami Masters,Hard,SF,3,2,(3)Djokovic d. (2)Roger Federer [SUI],3-6 6-2 6-3,Novak Djokovic,Roger Federer,W,(ch),1.37,5.5%,5.5%,69.9%,68.6%,54.5%,2/6,1:46
25‑Mar‑2009,Miami Masters,Hard,QF,3,11,(3)Djokovic d. (10)Jo Wilfried Tsonga [FRA],6-3 6-4,Novak Djokovic,Jo Wilfried Tsonga,W,,1.29,0.0%,1.5%,47.8%,71.9%,65.7%,4/4,1:56
25‑Mar‑2009,Miami Masters,Hard,R16,3,22,(3)Djokovic d. (21)Tomas Berdych [CZE],6-3 6-2,Novak Djokovic,Tomas Berdych,W,,1.74,2.3%,4.7%,53.5%,82.6%,55.0%,0/1,1:13
25‑Mar‑2009,Miami Masters,Hard,R32,3,33,(3)Djokovic d. (31)Paul Henri Mathieu [FRA],6-4 6-1,Novak Djokovic,Paul Henri Mathieu,W,,2.46,9.5%,4.8%,66.7%,82.1%,78.6%,3/3,1:16
25‑Mar‑2009,Miami Masters,Hard,R64,3,117,(3)Djokovic d. (Q)Frank Dancevic [CAN],6-3 6-2,Novak Djokovic,Frank Dancevic,W,,1.56,6.8%,3.4%,66.1%,76.9%,65.0%,6/6,1:11
12‑Mar‑2009,Indian Wells Masters,Hard,QF,3,7,(7)Andy Roddick [USA] d. (3)Djokovic,6-3 6-2,Novak Djokovic,Andy Roddick,L,,0.48,3.6%,7.1%,57.1%,56.3%,45.8%,1/5,1:09
12‑Mar‑2009,Indian Wells Masters,Hard,R16,3,16,(3)Djokovic d. (16)Stan Wawrinka [SUI],7-6(7) 7-6(6),Novak Djokovic,Stan Wawrinka,W,,0.98,5.2%,2.1%,64.6%,67.7%,61.8%,4/6,2:28
12‑Mar‑2009,Indian Wells Masters,Hard,R32,3,64,(3)Djokovic d. Tommy Haas [GER],6-2 7-6(1),Novak Djokovic,Tommy Haas,W,,1.54,13.1%,1.6%,72.1%,77.3%,52.9%,3/4,1:47
12‑Mar‑2009,Indian Wells Masters,Hard,R64,3,54,(3)Djokovic d. Martin Vassallo Arguello [ARG],7-5 6-4,Novak Djokovic,Martin Vassallo Arguello,W,,1.34,3.4%,3.4%,60.3%,71.4%,65.2%,0/2,1:44
6‑Mar‑2009,Davis Cup WG R1: ESP vs SRB,Clay,RR,3,12,David Ferrer [ESP] d. Djokovic,6-3 6-3 7-6(4),Novak Djokovic,David Ferrer,L,(ch),,,,,,,,
6‑Mar‑2009,Davis Cup WG R1: ESP vs SRB,Clay,RR,3,1,Rafael Nadal [ESP] d. Djokovic,6-4 6-4 6-1,Novak Djokovic,Rafael Nadal,L,(ch),,,,,,,,
23‑Feb‑2009,Dubai,Hard,F,3,14,(1)Djokovic d. (4)David Ferrer [ESP],7-5 6-3,Novak Djokovic,David Ferrer,W,(ch),1.25,4.8%,0.0%,71.4%,66.7%,50.0%,1/4,1:37
23‑Feb‑2009,Dubai,Hard,SF,3,8,(1)Djokovic d. (3)Gilles Simon [FRA],3-6 7-5 7-5,Novak Djokovic,Gilles Simon,W,,1.04,11.0%,2.8%,61.5%,65.7%,59.5%,1/3,2:45
23‑Feb‑2009,Dubai,Hard,QF,3,19,(1)Djokovic d. (5)Marin Cilic [CRO],6-3 6-4,Novak Djokovic,Marin Cilic,W,,1.40,9.9%,4.2%,63.4%,82.2%,46.2%,6/6,1:38
23‑Feb‑2009,Dubai,Hard,R16,3,66,(1)Djokovic d. Jan Hernych [CZE],6-3 3-6 6-4,Novak Djokovic,Jan Hernych,W,,0.97,5.4%,3.3%,55.4%,74.5%,48.8%,6/8,2:07
23‑Feb‑2009,Dubai,Hard,R32,3,125,(1)Djokovic d. (Q)Flavio Cipolla [ITA],6-3 6-2,Novak Djokovic,Flavio Cipolla,W,,1.36,7.0%,1.4%,62.0%,70.5%,44.4%,4/6,1:19
16‑Feb‑2009,Marseille,Hard,SF,3,12,(4)Jo Wilfried Tsonga [FRA] d. (1)Djokovic,6-4 7-6(1),Novak Djokovic,Jo Wilfried Tsonga,L,,0.81,11.9%,0.0%,73.1%,71.4%,61.1%,2/3,1:26
16‑Feb‑2009,Marseille,Hard,QF,3,76,(1)Djokovic d. Mischa Zverev [GER],6-3 6-3,Novak Djokovic,Mischa Zverev,W,,1.67,11.5%,1.9%,61.5%,75.0%,70.0%,0/0,1:09
16‑Feb‑2009,Marseille,Hard,R16,3,68,(1)Djokovic d. Jan Hernych [CZE],7-5 6-4,Novak Djokovic,Jan Hernych,W,,1.20,7.1%,1.4%,67.1%,66.0%,56.5%,5/7,1:33
16‑Feb‑2009,Marseille,Hard,R32,3,55,(1)Djokovic d. Jeremy Chardy [FRA],7-6(4) 6-4,Novak Djokovic,Jeremy Chardy,W,,1.13,16.2%,4.4%,69.1%,89.4%,42.9%,1/1,1:27
19‑Jan‑2009,Australian Open,Hard,QF,3,9,(7)Andy Roddick [USA] d. (3)Djokovic,6-7(3) 6-4 6-2 2-1 RET,Novak Djokovic,Andy Roddick,L,(ch),0.59,7.0%,4.3%,62.6%,63.9%,46.5%,7/12,2:30
19‑Jan‑2009,Australian Open,Hard,R16,3,97,(3)Djokovic d. Marcos Baghdatis [CYP],6-1 7-6(1) 6-7(5) 6-2,Novak Djokovic,Marcos Baghdatis,W,,1.36,2.3%,2.3%,62.8%,74.1%,56.3%,4/5,3:13
19‑Jan‑2009,Australian Open,Hard,R32,3,127,(3)Djokovic d. (LL)Amer Delic [BIH],6-2 4-6 6-3 7-6(4),Novak Djokovic,Amer Delic,W,,1.20,8.4%,3.1%,64.1%,79.8%,51.1%,8/9,3:03
19‑Jan‑2009,Australian Open,Hard,R64,3,68,(3)Djokovic d. Jeremy Chardy [FRA],7-5 6-1 6-3,Novak Djokovic,Jeremy Chardy,W,,1.70,9.3%,1.3%,72.0%,75.9%,66.7%,1/2,1:42
19‑Jan‑2009,Australian Open,Hard,R128,3,220,(3)Djokovic d. (Q)Andrea Stoppini [ITA],6-2 6-3 7-5,Novak Djokovic,Andrea Stoppini,W,,1.45,10.8%,1.4%,68.9%,66.7%,60.9%,3/6,1:55
12‑Jan‑2009,Sydney,Hard,SF,3,40,Jarkko Nieminen [FIN] d. (1)Djokovic,6-4 7-6(3),Novak Djokovic,Jarkko Nieminen,L,,0.87,2.9%,1.4%,77.1%,72.2%,43.8%,4/5,1:40
12‑Jan‑2009,Sydney,Hard,QF,3,35,(1)Djokovic d. Mario Ancic [CRO],6-3 6-4,Novak Djokovic,Mario Ancic,W,,0.88,2.4%,3.7%,59.8%,71.4%,48.5%,14/15,1:20
12‑Jan‑2009,Sydney,Hard,R16,3,29,(1)Djokovic d. Paul Henri Mathieu [FRA],6-1 6-2,Novak Djokovic,Paul Henri Mathieu,W,,2.83,9.5%,2.4%,73.8%,77.4%,90.9%,1/1,0:55
4‑Jan‑2009,Brisbane,Hard,R32,3,53,Ernests Gulbis [LAT] d. (1)Djokovic,6-4 6-4,Novak Djokovic,Ernests Gulbis,L,,0.78,4.6%,6.2%,47.7%,67.7%,41.2%,9/13,1:30
9‑Nov‑2008,Masters Cup,Hard,F,3,5,Djokovic d. Nikolay Davydenko [RUS],6-1 7-5,Novak Djokovic,Nikolay Davydenko,W,(ch),1.72,7.3%,5.5%,61.8%,73.5%,66.7%,3/4,1:43
9‑Nov‑2008,Masters Cup,Hard,SF,3,9,Djokovic d. Gilles Simon [FRA],4-6 6-3 7-5,Novak Djokovic,Gilles Simon,W,(ch),1.16,7.5%,0.9%,63.2%,71.6%,56.4%,6/8,2:52
9‑Nov‑2008,Masters Cup,Hard,RR,3,8,Djokovic d. Juan Martin Del Potro [ARG],7-5 6-3,Novak Djokovic,Juan Martin Del Potro,W,,1.22,11.1%,5.6%,54.2%,74.4%,51.5%,3/5,1:57
9‑Nov‑2008,Masters Cup,Hard,RR,3,5,Djokovic d. Nikolay Davydenko [RUS],7-6(3) 0-6 7-5,Novak Djokovic,Nikolay Davydenko,W,,0.91,6.8%,3.4%,61.4%,75.9%,50.0%,4/8,1:43
9‑Nov‑2008,Masters Cup,Hard,RR,3,7,Jo Wilfried Tsonga [FRA] d. Djokovic,1-6 7-5 6-1,Novak Djokovic,Jo Wilfried Tsonga,L,,0.87,3.9%,2.6%,64.5%,69.4%,48.1%,2/5,1:39
26‑Oct‑2008,Paris Masters,Hard,R16,3,14,(13)Jo Wilfried Tsonga [FRA] d. (3)Djokovic,6-4 1-6 6-3,Novak Djokovic,Jo Wilfried Tsonga,L,,0.96,6.3%,1.3%,65.8%,63.5%,70.4%,7/9,1:54
26‑Oct‑2008,Paris Masters,Hard,R32,3,26,(3)Djokovic d. Dmitry Tursunov [RUS],6-2 4-3 RET,Novak Djokovic,Dmitry Tursunov,W,,1.61,20.5%,2.6%,66.7%,80.8%,53.8%,0/1,0:54
12‑Oct‑2008,Madrid Masters,Hard,R16,3,21,(14)Ivo Karlovic [CRO] d. (3)Djokovic,7-6(4) 7-6(5),Novak Djokovic,Ivo Karlovic,L,,1.20,11.3%,0.0%,66.2%,83.0%,70.8%,1/1,1:42
12‑Oct‑2008,Madrid Masters,Hard,R32,3,73,(3)Djokovic d. (Q)Victor Hanescu [ROU],6-7(8) 7-6(6) 3-1 RET,Novak Djokovic,Victor Hanescu,W,,1.21,11.1%,2.2%,64.4%,75.9%,68.8%,1/2,2:20
22‑Sep‑2008,Bangkok,Hard,F,3,20,(2)Jo Wilfried Tsonga [FRA] d. (1)Djokovic,7-6(4) 6-4,Novak Djokovic,Jo Wilfried Tsonga,L,(ch),0.88,4.2%,1.4%,62.0%,70.5%,51.9%,1/3,1:41
22‑Sep‑2008,Bangkok,Hard,SF,3,27,(1)Djokovic d. (3)Tomas Berdych [CZE],7-5 6-1,Novak Djokovic,Tomas Berdych,W,,1.37,9.4%,3.1%,65.6%,73.8%,59.1%,3/3,1:21
22‑Sep‑2008,Bangkok,Hard,QF,3,34,(1)Djokovic d. (6)Robin Soderling [SWE],6-4 7-5,Novak Djokovic,Robin Soderling,W,,1.22,13.2%,0.0%,70.6%,75.0%,55.0%,4/5,1:28
22‑Sep‑2008,Bangkok,Hard,R16,3,141,(1)Djokovic d. (Q)Simon Stadler [GER],6-1 6-3,Novak Djokovic,Simon Stadler,W,,1.80,9.8%,2.0%,58.8%,63.3%,76.2%,1/2,1:06
19‑Sep‑2008,Davis Cup WG PO: SVK vs SRB,Hard,RR,3,399,Djokovic d. Dominik Hrbaty [SVK],6-2 6-4 6-3,Novak Djokovic,Dominik Hrbaty,W,,,,,,,,,
25‑Aug‑2008,US Open,Hard,SF,3,2,(2)Roger Federer [SUI] d. (3)Djokovic,6-3 5-7 7-5 6-2,Novak Djokovic,Roger Federer,L,(ch),0.78,4.8%,4.0%,64.5%,71.3%,45.5%,7/12,2:44
25‑Aug‑2008,US Open,Hard,QF,3,8,(3)Djokovic d. (8)Andy Roddick [USA],6-2 6-3 3-6 7-6(5),Novak Djokovic,Andy Roddick,W,,1.29,13.9%,1.9%,64.8%,71.4%,71.1%,7/10,2:34
25‑Aug‑2008,US Open,Hard,R16,3,15,(3)Djokovic d. (15)Tommy Robredo [ESP],4-6 6-2 6-3 5-7 6-3,Novak Djokovic,Tommy Robredo,W,,1.19,7.9%,2.9%,65.0%,74.7%,53.1%,2/5,3:43
25‑Aug‑2008,US Open,Hard,R32,3,24,(3)Djokovic d. (30)Marin Cilic [CRO],6-7(7) 7-5 6-4 7-6(0),Novak Djokovic,Marin Cilic,W,,1.21,5.4%,2.0%,69.8%,71.2%,57.8%,6/10,3:52
25‑Aug‑2008,US Open,Hard,R64,3,113,(3)Djokovic d. (Q)Robert Kendrick [USA],7-6(8) 6-4 6-4,Novak Djokovic,Robert Kendrick,W,,1.21,10.4%,0.0%,72.6%,72.7%,69.0%,4/4,2:06
25‑Aug‑2008,US Open,Hard,R128,3,78,(3)Djokovic d. Arnaud Clement [FRA],6-3 6-3 6-4,Novak Djokovic,Arnaud Clement,W,,1.52,17.6%,2.4%,64.7%,80.0%,63.3%,4/4,2:00
11‑Aug‑2008,Beijing Olympics,Hard,BR,3,7,(3)Djokovic d. (8)James Blake [USA],6-3 7-6(4),Novak Djokovic,James Blake,W,,,,,,,,,
11‑Aug‑2008,Beijing Olympics,Hard,SF,3,2,(2)Rafael Nadal [ESP] d. (3)Djokovic,6-4 1-6 6-4,Novak Djokovic,Rafael Nadal,L,(ch),1.02,10.6%,5.9%,63.5%,72.2%,48.4%,4/7,2:11
11‑Aug‑2008,Beijing Olympics,Hard,QF,3,43,(3)Djokovic d. Gael Monfils [FRA],4-6 6-1 6-4,Novak Djokovic,Gael Monfils,W,(ch),1.14,4.0%,1.0%,69.0%,69.6%,48.4%,5/7,2:22
11‑Aug‑2008,Beijing Olympics,Hard,R16,3,22,(3)Djokovic d. (13)Mikhail Youzhny [RUS],7-6(3) 6-3,Novak Djokovic,Mikhail Youzhny,W,,2.13,7.4%,0.0%,74.1%,87.5%,64.3%,0/0,1:37
11‑Aug‑2008,Beijing Olympics,Hard,R32,3,35,(3)Djokovic d. Rainer Schuettler [GER],6-4 6-2,Novak Djokovic,Rainer Schuettler,W,,2.24,11.6%,4.7%,72.1%,93.5%,41.7%,0/1,1:14
11‑Aug‑2008,Beijing Olympics,Hard,R64,3,59,(3)Djokovic d. Robby Ginepri [USA],6-4 6-4,Novak Djokovic,Robby Ginepri,W,,1.37,11.8%,2.0%,74.5%,73.7%,53.8%,1/3,1:12
28‑Jul‑2008,Cincinnati Masters,Hard,F,3,9,(8)Andy Murray [GBR] d. (3)Djokovic,7-6(4) 7-6(5),Novak Djokovic,Andy Murray,L,(ch),0.84,6.3%,6.3%,57.3%,65.5%,51.2%,2/4,2:23
28‑Jul‑2008,Cincinnati Masters,Hard,SF,3,2,(3)Djokovic d. (2)Rafael Nadal [ESP],6-1 7-5,Novak Djokovic,Rafael Nadal,W,(ch),1.44,7.0%,0.0%,56.1%,71.9%,76.0%,1/1,1:26
28‑Jul‑2008,Cincinnati Masters,Hard,QF,3,53,(3)Djokovic d. Ernests Gulbis [LAT],6-3 6-4,Novak Djokovic,Ernests Gulbis,W,,1.34,9.4%,1.6%,67.2%,76.7%,57.1%,3/3,1:34
28‑Jul‑2008,Cincinnati Masters,Hard,R16,3,39,(3)Djokovic d. Andreas Seppi [ITA],6-1 6-2,Novak Djokovic,Andreas Seppi,W,,2.13,19.5%,2.4%,56.1%,82.6%,61.1%,0/1,0:59
28‑Jul‑2008,Cincinnati Masters,Hard,R32,3,50,(3)Djokovic d. Simone Bolelli [ITA],7-6(2) 7-6(2),Novak Djokovic,Simone Bolelli,W,,1.04,9.3%,5.2%,55.7%,83.3%,48.8%,10/12,1:54
21‑Jul‑2008,Canada Masters,Hard,QF,3,9,(8)Andy Murray [GBR] d. (3)Djokovic,6-3 7-6(3),Novak Djokovic,Andy Murray,L,(ch),0.84,4.7%,3.1%,60.9%,66.7%,48.0%,3/6,1:45
21‑Jul‑2008,Canada Masters,Hard,R16,3,49,(3)Djokovic d. Robin Soderling [SWE],6-4 6-4,Novak Djokovic,Robin Soderling,W,,1.36,10.0%,1.7%,61.7%,81.1%,65.2%,4/4,1:20
21‑Jul‑2008,Canada Masters,Hard,R32,3,82,(3)Djokovic d. (WC)Frank Dancevic [CAN],6-4 6-4,Novak Djokovic,Frank Dancevic,W,,1.42,5.2%,1.7%,62.1%,80.6%,59.1%,2/3,1:17
23‑Jun‑2008,Wimbledon,Grass,R64,3,75,Marat Safin [RUS] d. (3)Djokovic,6-4 7-6(3) 6-2,Novak Djokovic,Marat Safin,L,(ch),0.71,4.1%,10.3%,64.9%,73.0%,35.3%,8/12,2:02
23‑Jun‑2008,Wimbledon,Grass,R128,3,91,(3)Djokovic d. Michael Berrer [GER],7-5 2-6 6-3 6-0,Novak Djokovic,Michael Berrer,W,,1.50,13.8%,5.3%,71.3%,79.1%,55.6%,3/5,2:07
9‑Jun‑2008,Queen's Club,Grass,F,3,2,(1)Rafael Nadal [ESP] d. (2)Djokovic,7-6(6) 7-5,Novak Djokovic,Rafael Nadal,L,(ch),0.92,4.4%,0.0%,76.7%,60.9%,47.6%,9/13,2:16
9‑Jun‑2008,Queen's Club,Grass,SF,3,8,(2)Djokovic d. (4)David Nalbandian [ARG],6-1 6-0,Novak Djokovic,David Nalbandian,W,,2.45,15.6%,3.1%,62.5%,85.0%,58.3%,0/0,0:48
9‑Jun‑2008,Queen's Club,Grass,QF,3,30,(2)Djokovic d. (11)Lleyton Hewitt [AUS],6-2 6-2,Novak Djokovic,Lleyton Hewitt,W,,1.40,21.0%,3.2%,77.4%,70.8%,50.0%,3/3,1:12
9‑Jun‑2008,Queen's Club,Grass,R16,3,39,(2)Djokovic d. (13)Janko Tipsarevic [SRB],2-6 6-1 6-4,Novak Djokovic,Janko Tipsarevic,W,,1.19,17.2%,4.6%,69.0%,78.3%,37.0%,5/8,1:43
9‑Jun‑2008,Queen's Club,Grass,R32,3,112,(2)Djokovic d. Roko Karanusic [CRO],6-2 7-6(7),Novak Djokovic,Roko Karanusic,W,,1.42,4.8%,1.6%,66.1%,68.3%,76.2%,1/2,1:19
25‑May‑2008,Roland Garros,Clay,SF,3,2,(2)Rafael Nadal [ESP] d. (3)Djokovic,6-4 6-2 7-6(3),Novak Djokovic,Rafael Nadal,L,(ch),0.78,2.0%,1.0%,54.0%,57.4%,58.7%,9/14,2:49
25‑May‑2008,Roland Garros,Clay,QF,3,80,(3)Djokovic d. Ernests Gulbis [LAT],7-5 7-6(3) 7-5,Novak Djokovic,Ernests Gulbis,W,,1.18,4.8%,0.8%,65.6%,70.7%,55.8%,4/6,3:07
25‑May‑2008,Roland Garros,Clay,R16,3,19,(3)Djokovic d. (18)Paul Henri Mathieu [FRA],6-4 6-3 6-4,Novak Djokovic,Paul Henri Mathieu,W,,1.59,18.2%,1.3%,70.1%,83.3%,47.8%,7/8,2:20
25‑May‑2008,Roland Garros,Clay,R32,3,106,(3)Djokovic d. (WC)Wayne Odesnik [USA],7-5 6-4 6-2,Novak Djokovic,Wayne Odesnik,W,,1.48,11.8%,0.0%,69.4%,71.2%,57.7%,3/6,2:17
25‑May‑2008,Roland Garros,Clay,R64,3,264,(3)Djokovic d. (Q)Miguel Angel Lopez Jaen [ESP],6-1 6-1 6-3,Novak Djokovic,Miguel Angel Lopez Jaen,W,,2.14,4.4%,2.9%,66.2%,80.0%,65.2%,0/0,1:20
25‑May‑2008,Roland Garros,Clay,R128,3,64,(3)Djokovic d. Denis Gremelmayr [GER],4-6 6-3 7-5 6-2,Novak Djokovic,Denis Gremelmayr,W,,1.15,4.5%,2.7%,67.0%,66.7%,59.5%,3/7,2:29
11‑May‑2008,Hamburg Masters,Clay,SF,3,2,(2)Rafael Nadal [ESP] d. (3)Djokovic,7-5 2-6 6-2,Novak Djokovic,Rafael Nadal,L,(ch),0.96,0.0%,0.0%,64.5%,58.3%,45.5%,4/9,3:03
11‑May‑2008,Hamburg Masters,Clay,QF,3,78,(3)Djokovic d. Albert Montanes [ESP],6-2 6-3,Novak Djokovic,Albert Montanes,W,,1.48,6.5%,0.0%,77.4%,68.8%,57.1%,3/4,1:17
11‑May‑2008,Hamburg Masters,Clay,R16,3,24,(3)Djokovic d. Ivo Karlovic [CRO],7-6(3) 6-3,Novak Djokovic,Ivo Karlovic,W,,1.17,5.1%,2.6%,69.2%,72.2%,58.3%,3/4,1:38
11‑May‑2008,Hamburg Masters,Clay,R32,3,39,(3)Djokovic d. Juan Ignacio Chela [ARG],6-3 6-1,Novak Djokovic,Juan Ignacio Chela,W,,1.79,8.7%,4.3%,69.6%,81.3%,42.9%,2/3,1:06
5‑May‑2008,Rome Masters,Clay,F,3,24,(3)Djokovic d. Stan Wawrinka [SUI],4-6 6-3 6-3,Novak Djokovic,Stan Wawrinka,W,(ch),1.63,0.0%,1.4%,67.6%,83.3%,65.2%,2/3,2:04
5‑May‑2008,Rome Masters,Clay,SF,3,27,(3)Djokovic d. Radek Stepanek [CZE],6-0 1-0 RET,Novak Djokovic,Radek Stepanek,W,(ch),4.75,10.5%,0.0%,68.4%,84.6%,83.3%,0/0,0:34
5‑May‑2008,Rome Masters,Clay,QF,3,21,(3)Djokovic d. Nicolas Almagro [ESP],6-1 1-0 RET,Novak Djokovic,Nicolas Almagro,W,,2.19,0.0%,3.7%,70.4%,73.7%,62.5%,1/1,0:34
5‑May‑2008,Rome Masters,Clay,R16,3,26,(3)Djokovic d. Igor Andreev [RUS],6-3 3-6 6-3,Novak Djokovic,Igor Andreev,W,,1.00,0.9%,2.7%,67.6%,62.7%,58.3%,9/11,2:42
5‑May‑2008,Rome Masters,Clay,R32,3,49,(3)Djokovic d. Steve Darcis [BEL],6-4 6-0,Novak Djokovic,Steve Darcis,W,,1.75,5.5%,3.6%,65.5%,72.2%,57.9%,4/5,1:13
20‑Apr‑2008,Monte Carlo Masters,Clay,SF,3,1,(1)Roger Federer [SUI] d. (3)Djokovic,6-3 3-2 RET,Novak Djokovic,Roger Federer,L,(ch),0.69,3.2%,4.8%,59.7%,59.5%,40.0%,2/5,1:12
20‑Apr‑2008,Monte Carlo Masters,Clay,QF,3,50,(3)Djokovic d. Sam Querrey [USA],6-4 6-0,Novak Djokovic,Sam Querrey,W,,2.61,12.2%,2.4%,80.5%,87.9%,50.0%,0/0,1:00
20‑Apr‑2008,Monte Carlo Masters,Clay,R16,3,20,(3)Djokovic d. (14)Andy Murray [GBR],6-0 6-4,Novak Djokovic,Andy Murray,W,(ch),1.71,0.0%,0.0%,44.4%,70.0%,68.0%,4/5,1:18
20‑Apr‑2008,Monte Carlo Masters,Clay,R32,3,29,(3)Djokovic d. Ivan Ljubicic [CRO],6-3 6-3,Novak Djokovic,Ivan Ljubicic,W,,1.32,4.8%,0.0%,63.5%,65.0%,60.9%,7/8,1:22
27‑Mar‑2008,Miami Masters,Hard,R64,3,122,(Q)Kevin Anderson [RSA] d. (3)Djokovic,7-6(1) 3-6 6-4,Novak Djokovic,Kevin Anderson,L,,0.93,4.5%,1.1%,56.2%,68.0%,56.4%,3/5,2:22
13‑Mar‑2008,Indian Wells Masters,Hard,F,3,98,(3)Djokovic d. Mardy Fish [USA],6-2 5-7 6-3,Novak Djokovic,Mardy Fish,W,(ch),1.16,11.9%,1.2%,63.1%,66.0%,61.3%,3/6,2:05
13‑Mar‑2008,Indian Wells Masters,Hard,SF,3,2,(3)Djokovic d. (2)Rafael Nadal [ESP],6-3 6-2,Novak Djokovic,Rafael Nadal,W,(ch),1.75,16.0%,0.0%,62.0%,80.6%,57.9%,2/3,1:28
13‑Mar‑2008,Indian Wells Masters,Hard,QF,3,35,(3)Djokovic d. Stan Wawrinka [SUI],7-6(5) 6-2,Novak Djokovic,Stan Wawrinka,W,,1.33,10.6%,1.5%,65.2%,74.4%,43.5%,3/6,2:06
13‑Mar‑2008,Indian Wells Masters,Hard,R16,3,16,(3)Djokovic d. (16)Guillermo Canas [ARG],6-2 6-3,Novak Djokovic,Guillermo Canas,W,,1.60,5.5%,1.8%,63.6%,74.3%,65.0%,5/5,1:25
13‑Mar‑2008,Indian Wells Masters,Hard,R32,3,27,(3)Djokovic d. (27)Philipp Kohlschreiber [GER],6-3 6-2,Novak Djokovic,Philipp Kohlschreiber,W,,1.64,6.1%,6.1%,67.3%,75.8%,68.8%,0/0,1:09
13‑Mar‑2008,Indian Wells Masters,Hard,R64,3,40,(3)Djokovic d. Andreas Seppi [ITA],6-3 7-6(3),Novak Djokovic,Andreas Seppi,W,,1.48,1.6%,4.8%,62.9%,79.5%,56.5%,1/3,1:40
3‑Mar‑2008,Dubai,Hard,SF,3,6,(6)Andy Roddick [USA] d. (3)Djokovic,7-6(5) 6-3,Novak Djokovic,Andy Roddick,L,,0.70,11.8%,0.0%,73.7%,73.2%,40.0%,4/5,1:30
3‑Mar‑2008,Dubai,Hard,QF,3,34,(3)Djokovic d. Igor Andreev [RUS],6-2 6-1,Novak Djokovic,Igor Andreev,W,(ch),2.40,2.6%,2.6%,63.2%,79.2%,71.4%,2/2,0:56
3‑Mar‑2008,Dubai,Hard,R16,3,47,(3)Djokovic d. Fabrice Santoro [FRA],6-3 7-6(3),Novak Djokovic,Fabrice Santoro,W,,1.91,14.5%,1.6%,66.1%,82.9%,76.2%,3/4,1:36
